"","ID","language","channel","country","age","dev.environment","app.type","mobile.os","desktop.os","programming.language.migrate","programming.language.primary","unit.testing","database","database.migrate","database.host","tool.usage"
"153",1964,"French","external","France","21-29","Unix / Linux","Web Back-end","Android","Windows","C#","Java","Yes, I write unit tests","MySQL","MongoDB","Locally","Several times a week"
"154",1972,"Turkish","external","Turkey","40-49","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Delphi","Yes, I write unit tests","Oracle Database","No, not planning to adopt / migrate","Locally","Never"
"155",1974,"Portuguese","external","Brazil","40-49","Windows","Mobile","Android","Windows","Python","C#","No","MS SQL Server","No, not planning to adopt / migrate","Microsoft Azure","All day long"
"156",1980,"Russian","external","Ukraine","21-29","Windows","Mobile","Windows","Windows","Python","Java","No","MS SQL Server","Couchbase","Microsoft Azure","Several times a day"
"157",2014,"English","external","United States","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"158",2037,"Russian","internal","Russia","18-20","Unix / Linux","Web Back-end","Android","Unix / Linux","Go","Java","Yes, I write unit tests","MySQL","MongoDB","Private Servers","Several times a week"
"159",2063,"Korean","internal","South Korea","30-39","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","No","MySQL","MongoDB","Locally","All day long"
"160",2075,"Korean","external","South Korea","40-49","Windows","Web Back-end","Windows","Windows","C#","Java","No","MS SQL Server","SQLite","Private Servers","Several times a day"
"161",2080,"Korean","external","South Korea","17 or younger","Windows","Web Back-end","Windows","Windows","Python","C#","No","MySQL","No, not planning to adopt / migrate","Locally","Less frequently"
"162",2087,"German","internal","Germany","21-29","Windows","Web Back-end","Android","Windows","C++","Java","Yes, I write unit tests","PostgreSQL","Redis","Locally","All day long"
"163",2092,"Japanese","external","Japan","18-20","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"164",2104,"English","external","Mexico","50-59","Windows","Web Back-end","Windows","Windows","Python","C#","Yes, I use unit tests, but I don't write them","DB2","MongoDB","Microsoft Azure","Several times a day"
"165",2105,"English","external","United Kingdom","18-20","Windows","Web Back-end","Android","Windows","Python","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"166",2108,"English","external","United States","17 or younger","Windows","Web Back-end","Android","Windows","Elixir","C++","No","PostgreSQL","No, not planning to adopt / migrate","Locally","Several times a day"
"167",2115,"English","internal","Portugal","30-39","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","No","PostgreSQL","No, not planning to adopt / migrate","Other - Write In:","Several times a day"
"168",2124,"English","internal","United States","30-39","macOS","Web Back-end","Android","Windows","Java","JavaScript","Yes, I write unit tests","MySQL","MS SQL Server","Amazon Web Services","Several times a day"
"169",2134,"English","external","India","21-29","Windows","Web Front-end","Android","Windows","TypeScript","JavaScript","Yes, I write unit tests","MySQL","MongoDB","Locally","All day long"
"170",2151,"German","internal","Italy","21-29","Windows","Web Back-end","Windows","Windows","Java","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","All day long"
"171",2155,"Polish","external","Poland","40-49","macOS","Web Front-end","iOS","macOS","Planning to adopt / migrate to other language(s) - Write in:","Swift","No","Other - Write In:","No, not planning to adopt / migrate","Locally","Never"
"172",2158,"Turkish","external","Turkey","21-29","Windows","Web Back-end","Windows","Windows","Crystal","Python","Yes, I write unit tests","MS SQL Server","MongoDB","Locally","All day long"
"173",2183,"English","external","Sweden","40-49","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","PostgreSQL","Redis","Locally","All day long"
"174",2196,"English","internal","Canada","17 or younger","Windows","Mobile","Android","Windows","Swift","Python","Yes, I write unit tests","MySQL","SQLite","Locally","Several times a day"
"175",2209,"English","external","Brazil","40-49","Windows","Web Back-end","Windows","Windows","Swift","Java","Yes, I write unit tests","MySQL","MongoDB","Amazon Web Services","All day long"
"176",2226,"English","internal","United Kingdom","40-49","Windows","Web Back-end","Windows","Windows","R","C#","Yes, I write unit tests","MS SQL Server","PostgreSQL","Locally","All day long"
"177",2228,"English","internal","United States","50-59","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Less frequently"
"178",2230,"English","external","Canada","21-29","Windows","Web Back-end","Android","Windows","Ruby","PHP","Yes, I write unit tests","MySQL","SQLite","Private Servers","All day long"
"179",2232,"German","external","Germany","50-59","Windows","Web Back-end","Android","Windows","TypeScript","Java","Yes, I write unit tests","MySQL","MongoDB","Locally","All day long"
"180",2240,"English","internal","Italy","40-49","Windows","Mobile","Android","Windows","C++","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"181",2247,"English","external","Spain","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"182",2249,"English","external","United Kingdom","21-29","macOS","Web Front-end","Android","Windows","No, not planning to adopt / migrate","JavaScript","No","MySQL","MongoDB","Locally","Less frequently"
"183",2256,"English","external","United Kingdom","40-49","macOS","Web Back-end","Android","macOS","Go","Java","Yes, I write unit tests","MS SQL Server","Cassandra","Locally","All day long"
"184",2261,"English","external","Mexico","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Several times a day"
"185",2283,"English","internal","Canada","21-29","Windows","Web Back-end","Android","Windows","JavaScript","Python","No","PostgreSQL","No, not planning to adopt / migrate","Locally","Several times a day"
"186",2305,"English","internal","United States","40-49","Windows","Mobile","Windows","Windows","Scala","C#","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"187",2306,"English","internal","United States","60 or older","macOS","Mobile","iOS","macOS","Python","Swift","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","Less frequently"
"188",2312,"English","external","Canada","30-39","macOS","Mobile","Android","Windows","Scala","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"189",2332,"German","external","Germany","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","Delphi","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","Several times a week"
"190",2337,"English","external","France","30-39","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C#","No","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"191",2360,"English","internal","Ireland","30-39","Windows","Web Back-end","Windows","Windows","Haskell","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"192",2362,"English","internal","United States","60 or older","Windows","Mobile","iOS","Windows","Swift","Other - Write In:","Yes, I write unit tests","SQLite","Yes, planning to adopt / migrate to other database(s) - Write in:","Locally","Several times a week"
"193",2365,"English","external","China","21-29","Unix / Linux","Web Back-end","iOS","Windows","Swift","JavaScript","Yes, I write unit tests","MySQL","DB2","Locally","All day long"
"194",2377,"Japanese","internal","Japan","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","TypeScript","Yes, I write unit tests","HBase","No, not planning to adopt / migrate","Private Servers","All day long"
"195",2402,"Turkish","external","Turkey","21-29","Windows","Mobile","Windows","Windows","Swift","Delphi","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Never"
"196",2410,"Chinese (s","internal","China","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"197",2417,"English","internal","United States","18-20","Windows","Web Back-end","iOS","Windows","TypeScript","PHP","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a week"
"198",2460,"English","external","United Kingdom","30-39","Windows","Web Back-end","Android","Windows","C++","Visual Basic","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"199",2463,"Russian","internal","Belarus","30-39","Unix / Linux","Mobile","iOS","Unix / Linux","No, not planning to adopt / migrate","Objective-C","Yes, I use unit tests, but I don't write them","SQLite","PostgreSQL","Private Servers","All day long"
"200",2500,"Chinese (s","external","China","21-29","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Other - Write In:","All day long"
"201",2505,"Turkish","external","Turkey","21-29","Windows","Web Back-end","Android","Windows","Swift","Java","No","MySQL","No, not planning to adopt / migrate","Locally","Several times a week"
"202",2524,"Russian","internal","Russia","21-29","Windows","Web Back-end","Android","Windows","JavaScript","Java","Yes, I write unit tests","Oracle Database","No, not planning to adopt / migrate","Locally","Several times a day"
"203",2530,"English","internal","Lithuania","21-29","Windows","Web Front-end","Windows","Windows","C#","Java","Yes, I write unit tests","MySQL","MS SQL Server","Locally","Several times a week"
"204",2531,"English","external","China","30-39","macOS","Web Back-end","Android","macOS","Swift","Java","Yes, I write unit tests","MySQL","Redis","Locally","All day long"
